item_id,questionnaire_id,questionnaire_name,instrument_type,sector,subtype,section,final_item,item_text_es_source,validation_status_source,source,source_line_start,source_line_end,taxonomy_primary,taxonomy_name,action_logic,prescription_level,cause_assessment_es,corrective_action_es,implementation_requirements_es,verification_criteria_es,preventive_action_es,review_priority,review_reason,review_status,reviewer,review_notes,preventive_action_en,translation_status,draft_method,expert_layer_version,provenance_layer
SEC-WASTEWATER-F2015-001,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LAS INSTALACIONES,1,"¿Se tiene en cuenta que los procesos de trabajo eviten o reduzcan sensiblemente la liberación de contaminantes biológicos en el lugar de trabajo (generación de polvo de los lodos o aerosoles generados por los trasvases, sistemas de aireación) y el contacto de los trabajadores con ellos? El riesgo de contaminación por la vía respiratoria es mayor en las zonas con posibilidad de generación de aerosoles, sobre todo en la proximidad de los sistemas de aireación de las piscinas, de pulverización, saltos de agua y zonas de impacto en los efluentes y los lodos",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",954,960,T13,"Ventilación, aire, agua y control ambiental",L3,P2,"En relación con el control «Se tiene en cuenta que los procesos de trabajo eviten o reduzcan sensiblemente la liberación de contaminantes biológicos en el lugar de trabajo (generación de polvo de los lodos o aerosoles generados por los trasvases,…», caracterizar la causa del control ambiental insuficiente: generación no controlada de aerosoles o polvo, ventilación o extracción inadecuadas, filtración deficiente, parámetros no controlados, mantenimiento insuficiente o diseño desfavorable del proceso.","Actuar sobre el proceso y los controles ambientales para asegurar el cumplimiento efectivo del control descrito en el ítem («Se tiene en cuenta que los procesos de trabajo eviten o reduzcan sensiblemente la liberación de contaminantes biológicos en el lugar de trabajo (generación de polvo de los lodos o aerosoles generados por los trasvases, sistemas de…»). La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales.","Aplicar prioritariamente controles en la fuente y de ingeniería: revisar proceso, cerramiento, captación o extracción, ventilación o filtración y mantenimiento; definir parámetros verificables y medidas adicionales durante tareas de mayor emisión.","Verificar parámetros y funcionamiento del control ambiental mediante inspección, registros de mantenimiento y mediciones cuando sean necesarias; observar tareas de alta emisión y revisar que el control actúa en la fuente.","En relación con el control «Se tiene en cuenta que los procesos de trabajo eviten o reduzcan sensiblemente la liberación de contaminantes biológicos en el lugar de trabajo (generación de polvo de los lodos o aerosoles generados por los trasvases,…», caracterizar la causa del control ambiental insuficiente: generación no controlada de aerosoles o polvo, ventilación o extracción inadecuadas, filtración deficiente, parámetros no controlados, mantenimiento insuficiente o diseño desfavorable del proceso. Actuar sobre el proceso y los controles ambientales para asegurar el cumplimiento efectivo del control descrito en el ítem («Se tiene en cuenta que los procesos de trabajo eviten o reduzcan sensiblemente la liberación de contaminantes biológicos en el lugar de trabajo (generación de polvo de los lodos o aerosoles generados por los trasvases, sistemas de…»). La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales. Aplicar prioritariamente controles en la fuente y de ingeniería: revisar proceso, cerramiento, captación o extracción, ventilación o filtración y mantenimiento; definir parámetros verificables y medidas adicionales durante tareas de mayor emisión. Verificar parámetros y funcionamiento del control ambiental mediante inspección, registros de mantenimiento y mediciones cuando sean necesarias; observar tareas de alta emisión y revisar que el control actúa en la fuente.",MEDIUM,ítem largo o multicomponente; alta dependencia del contexto,APPROVED_ES,Expert review,Aprobado tras revisión experta de la capa preventiva v0.3. | Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-WASTEWATER-F2015-002,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LAS INSTALACIONES,2,"Si en el reactor biológico, existe mucha concentración de microorganismos, con neblina incluida ¿se prohíbe el acceso a dicha zona a no ser que sea estrictamente necesario? En tal caso, los trabajadores llevarán guantes, gafas y mascarilla si fuera necesario.",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",961,964,T08,"Selección, disponibilidad y uso de EPI",L2,P2,"En relación con el control «Si en el reactor biológico, existe mucha concentración de microorganismos, con neblina incluida se prohíbe el acceso a dicha zona a no ser que sea estrictamente necesario En tal caso, los trabajadores llevarán guantes,…», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso.","Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, asegurar el cumplimiento efectivo del control descrito en el ítem («Si en el reactor biológico, existe mucha concentración de microorganismos, con neblina incluida se prohíbe el acceso a dicha zona a no ser que sea estrictamente necesario En tal caso, los trabajadores llevarán guantes, gafas y mascarilla…»). La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia.","Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI.","Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.","En relación con el control «Si en el reactor biológico, existe mucha concentración de microorganismos, con neblina incluida se prohíbe el acceso a dicha zona a no ser que sea estrictamente necesario En tal caso, los trabajadores llevarán guantes,…», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso. Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, asegurar el cumplimiento efectivo del control descrito en el ítem («Si en el reactor biológico, existe mucha concentración de microorganismos, con neblina incluida se prohíbe el acceso a dicha zona a no ser que sea estrictamente necesario En tal caso, los trabajadores llevarán guantes, gafas y mascarilla…»). La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia. Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI. Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-WASTEWATER-F2015-003,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LAS INSTALACIONES,3,"¿Se evita la manipulación de los lodos? Si no es posible, se utilizan equipos de protección individual",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",965,967,T08,"Selección, disponibilidad y uso de EPI",L2,P2,"En relación con el control «Se evita la manipulación de los lodos Si no es posible, se utilizan equipos de protección individual», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso.","Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, evitar la manipulación de los lodos Si no es posible, se utilizan equipos de protección individual. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia.","Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI.","Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.","En relación con el control «Se evita la manipulación de los lodos Si no es posible, se utilizan equipos de protección individual», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso. Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, evitar la manipulación de los lodos Si no es posible, se utilizan equipos de protección individual. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia. Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI. Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-WASTEWATER-F2015-004,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LAS INSTALACIONES,4,"En la zona de deshidratación, ¿se evita la generación de aerosoles o polvo procedente de materia orgánica?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",968,969,T13,"Ventilación, aire, agua y control ambiental",L3,P2,"En relación con el control «En la zona de deshidratación, se evita la generación de aerosoles o polvo procedente de materia orgánica», caracterizar la causa del control ambiental insuficiente: generación no controlada de aerosoles o polvo, ventilación o extracción inadecuadas, filtración deficiente, parámetros no controlados, mantenimiento insuficiente o diseño desfavorable del proceso.","Actuar sobre el proceso y los controles ambientales para asegurar el cumplimiento efectivo del control descrito en el ítem («En la zona de deshidratación, se evita la generación de aerosoles o polvo procedente de materia orgánica»). La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales.","Aplicar prioritariamente controles en la fuente y de ingeniería: revisar proceso, cerramiento, captación o extracción, ventilación o filtración y mantenimiento; definir parámetros verificables y medidas adicionales durante tareas de mayor emisión.","Verificar parámetros y funcionamiento del control ambiental mediante inspección, registros de mantenimiento y mediciones cuando sean necesarias; observar tareas de alta emisión y revisar que el control actúa en la fuente.","En relación con el control «En la zona de deshidratación, se evita la generación de aerosoles o polvo procedente de materia orgánica», caracterizar la causa del control ambiental insuficiente: generación no controlada de aerosoles o polvo, ventilación o extracción inadecuadas, filtración deficiente, parámetros no controlados, mantenimiento insuficiente o diseño desfavorable del proceso. Actuar sobre el proceso y los controles ambientales para asegurar el cumplimiento efectivo del control descrito en el ítem («En la zona de deshidratación, se evita la generación de aerosoles o polvo procedente de materia orgánica»). La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales. Aplicar prioritariamente controles en la fuente y de ingeniería: revisar proceso, cerramiento, captación o extracción, ventilación o filtración y mantenimiento; definir parámetros verificables y medidas adicionales durante tareas de mayor emisión. Verificar parámetros y funcionamiento del control ambiental mediante inspección, registros de mantenimiento y mediciones cuando sean necesarias; observar tareas de alta emisión y revisar que el control actúa en la fuente.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-WASTEWATER-F2015-005,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LAS INSTALACIONES,5,"¿Se utilizan EPI´s en las operaciones de mantenimiento (eliminación de obstrucciones, etc…), limpieza de camiones, zonas de almacenamiento?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",970,971,T08,"Selección, disponibilidad y uso de EPI",L2,P2,"En relación con el control «Se utilizan EPI´s en las operaciones de mantenimiento (eliminación de obstrucciones, etc…), limpieza de camiones, zonas de almacenamiento», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso.","Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, utilizar EPI´s en las operaciones de mantenimiento (eliminación de obstrucciones, etc…), limpieza de camiones, zonas de almacenamiento. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia.","Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI.","Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.","En relación con el control «Se utilizan EPI´s en las operaciones de mantenimiento (eliminación de obstrucciones, etc…), limpieza de camiones, zonas de almacenamiento», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso. Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, utilizar EPI´s en las operaciones de mantenimiento (eliminación de obstrucciones, etc…), limpieza de camiones, zonas de almacenamiento. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia. Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI. Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-WASTEWATER-F2015-006,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LAS INSTALACIONES,6,"¿Las zonas contaminadas con material pulverulento, así como los equipos de protección individual no desechables, se limpian periódicamente y de forma completa con agua y jabón?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",972,973,T08,"Selección, disponibilidad y uso de EPI",L2,P2,"En relación con el control «Las zonas contaminadas con material pulverulento, así como los equipos de protección individual no desechables, se limpian periódicamente y de forma completa con agua y jabón», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso.","Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, asegurar el cumplimiento efectivo del control descrito en el ítem («Las zonas contaminadas con material pulverulento, así como los equipos de protección individual no desechables, se limpian periódicamente y de forma completa con agua y jabón»). La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia.","Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI.","Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.","En relación con el control «Las zonas contaminadas con material pulverulento, así como los equipos de protección individual no desechables, se limpian periódicamente y de forma completa con agua y jabón», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso. Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, asegurar el cumplimiento efectivo del control descrito en el ítem («Las zonas contaminadas con material pulverulento, así como los equipos de protección individual no desechables, se limpian periódicamente y de forma completa con agua y jabón»). La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia. Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI. Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-WASTEWATER-F2015-007,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LAS INSTALACIONES,7,"¿El personal que opera en la planta de tratamiento de aguas residuales utiliza ropa de trabajo adecuada, calzado de goma y otras prendas de protección?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",974,975,T09,Gestión de EPI y ropa de trabajo,L2,P2,"En relación con el control «El personal que opera en la planta de tratamiento de aguas residuales utiliza ropa de trabajo adecuada, calzado de goma y otras prendas de protección», identificar dónde falla el circuito de gestión de ropa o EPI: separación limpio-contaminado insuficiente, almacenamiento inadecuado, limpieza/descontaminación no definida, sustitución tardía, responsabilidades difusas o medios insuficientes.","Corregir el circuito de gestión de ropa o EPI para asegurar el cumplimiento efectivo del control descrito en el ítem («El personal que opera en la planta de tratamiento de aguas residuales utiliza ropa de trabajo adecuada, calzado de goma y otras prendas de protección»).","Definir zonas o recipientes diferenciados, circuito de retirada, limpieza/descontaminación, almacenamiento, mantenimiento y sustitución; impedir que ropa o EPI contaminados se gestionen como ropa de calle.","Inspeccionar el circuito limpio-contaminado, almacenamiento, lavado o descontaminación y sustitución; comprobar que no se reutiliza material defectuoso ni se produce contaminación cruzada.","En relación con el control «El personal que opera en la planta de tratamiento de aguas residuales utiliza ropa de trabajo adecuada, calzado de goma y otras prendas de protección», identificar dónde falla el circuito de gestión de ropa o EPI: separación limpio-contaminado insuficiente, almacenamiento inadecuado, limpieza/descontaminación no definida, sustitución tardía, responsabilidades difusas o medios insuficientes. Corregir el circuito de gestión de ropa o EPI para asegurar el cumplimiento efectivo del control descrito en el ítem («El personal que opera en la planta de tratamiento de aguas residuales utiliza ropa de trabajo adecuada, calzado de goma y otras prendas de protección»). Definir zonas o recipientes diferenciados, circuito de retirada, limpieza/descontaminación, almacenamiento, mantenimiento y sustitución; impedir que ropa o EPI contaminados se gestionen como ropa de calle. Inspeccionar el circuito limpio-contaminado, almacenamiento, lavado o descontaminación y sustitución; comprobar que no se reutiliza material defectuoso ni se produce contaminación cruzada.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-WASTEWATER-F2015-008,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LAS INSTALACIONES,8,¿La recogida de lodos procedentes de las balsas la realiza personal cualificado con medios adecuados? La recogida de lodos procedentes de la depuradora de aguas residuales se deberá realizar con medios adecuados evitando la exposición de los trabajadores al máximo.,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",976,981,T22,Control específico del proceso/sector,L3,P2,"En relación con el control «La recogida de lodos procedentes de las balsas la realiza personal cualificado con medios adecuados La recogida de lodos procedentes de la depuradora de aguas residuales se deberá realizar con medios adecuados evitando…», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión.",Definir e implantar la medida técnica u organizativa necesaria para asegurar el cumplimiento efectivo del control descrito en el ítem («La recogida de lodos procedentes de las balsas la realiza personal cualificado con medios adecuados La recogida de lodos procedentes de la depuradora de aguas residuales se deberá realizar con medios adecuados evitando la exposición de los…»). La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales.,"Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional.","Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.","En relación con el control «La recogida de lodos procedentes de las balsas la realiza personal cualificado con medios adecuados La recogida de lodos procedentes de la depuradora de aguas residuales se deberá realizar con medios adecuados evitando…», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión. Definir e implantar la medida técnica u organizativa necesaria para asegurar el cumplimiento efectivo del control descrito en el ítem («La recogida de lodos procedentes de las balsas la realiza personal cualificado con medios adecuados La recogida de lodos procedentes de la depuradora de aguas residuales se deberá realizar con medios adecuados evitando la exposición de los…»). La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales. Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional. Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-WASTEWATER-F2015-009,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LOS LABORATORIOS,9,¿Están limpias las instalaciones?,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",983,984,T22,Control específico del proceso/sector,L3,P2,"En relación con el control «Están limpias las instalaciones», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión.",Definir e implantar la medida técnica u organizativa necesaria para asegurar el cumplimiento efectivo del control descrito en el ítem («Están limpias las instalaciones»). La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales.,"Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional.","Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.","En relación con el control «Están limpias las instalaciones», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión. Definir e implantar la medida técnica u organizativa necesaria para asegurar el cumplimiento efectivo del control descrito en el ítem («Están limpias las instalaciones»). La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales. Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional. Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-WASTEWATER-F2015-010,sec_wastewater,Depuradoras de aguas residuales — Depuradoras,sector_specific_questionnaire,Depuradoras de aguas residuales,Depuradoras,CONDICIONES GENERALES DE LOS LABORATORIOS,10,¿Existen lavaojos por todo el centro de trabajo?,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",985,985,T22,Control específico del proceso/sector,L3,P2,"En relación con el control «Existen lavaojos por todo el centro de trabajo», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión.",Definir e implantar la medida técnica u organizativa necesaria para disponer de lavaojos por todo el centro de trabajo. La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales.,"Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional.","Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.","En relación con el control «Existen lavaojos por todo el centro de trabajo», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión. Definir e implantar la medida técnica u organizativa necesaria para disponer de lavaojos por todo el centro de trabajo. La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales. Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional. Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
